Price,Distance,Bedroom,Bathroom,CarSpace,Landsize,BuildingArea,YearBuilt,Regionname,Date,Lattitude,Longtitude
1500000,11.2,3,2,1,549,195,1990,Southern Metropolitan,30/07/2016,-37.8869,144.9982
610000,5.6,2,1,1,745,72,1968,Southern Metropolitan,04/03/2017,-37.8024,145.0346
765000,5.2,2,1,1,199,120,1880,Northern Metropolitan,28/05/2016,-37.759,144.9597
1717500,6.4,4,2,1,599,203,1925,Northern Metropolitan,08/10/2016,-37.7717,145.031
2835000,7.7,6,3,2,794,283,1970,Southern Metropolitan,16/09/2017,-37.84317,145.05688
900000,9.4,3,1,2,672,110,1960,Western Metropolitan,01/07/2017,-37.8265,144.84386
526000,18.4,3,2,2,407,146,2010,Western Metropolitan,01/07/2017,-37.83867,144.7034
760000,6.4,3,1,1,265,115,1910,Western Metropolitan,12/06/2016,-37.7975,144.8894
560000,19.6,3,2,1,390,147,2007,Northern Metropolitan,29/07/2017,-37.62882,145.00979
1381000,14.3,3,2,1,646,170,1975,Eastern Metropolitan,03/09/2017,-37.78758,145.16792
2505000,10.2,5,2,0,739,266.53,1927,Southern Metropolitan,27/05/2017,-37.81708,145.09566
750000,10.6,3,1,2,577,140,1955,Eastern Metropolitan,16/04/2016,-37.7494,145.0703
1400000,20.4,6,2,2,4591,298,1990,Northern Metropolitan,28/10/2017,-37.65843,144.89004
1758000,16.7,5,3,2,677,284,1975,Eastern Metropolitan,17/02/2018,-37.88385,145.15088
465000,19.6,3,2,1,606,111.04,2005,Northern Metropolitan,27/05/2017,-37.62858,145.03735
730000,13.8,3,2,1,70,3,2014,Western Metropolitan,28/05/2016,-37.868,144.8285
1300000,7.3,3,1,2,403,124,1960,Southern Metropolitan,19/08/2017,-37.85574,145.09051
1500000,13,3,2,1,565,222,1940,Southern Metropolitan,07/05/2016,-37.9134,145.0263
1820000,11.4,4,2,2,655,204,1930,Southern Metropolitan,06/01/2018,-37.90898,145.04629
725000,24.8,3,2,3,1059,109,1956,Eastern Metropolitan,18/11/2017,-37.8854,145.3014
536500,18.4,3,2,4,578,129.7,1972,Western Metropolitan,15/07/2017,-37.87326,144.69103
1134000,15.4,3,1,1,601,110,1970,Eastern Metropolitan,21/10/2017,-37.84121,145.16068
355000,31.7,3,1,4,650,112,1990,Northern Victoria,25/11/2017,-37.6666,144.5974
2695000,3.3,3,2,1,215,200,1910,Southern Metropolitan,12/11/2016,-37.8361,144.9831
705000,12.8,3,1,2,616,201,1970,Western Metropolitan,28/05/2016,-37.7449,144.8533
650000,45.2,3,2,4,724,156.6,2009,Northern Victoria,01/07/2017,-37.64685,145.52635
600000,13.9,3,1,1,181,129,2000,Western Metropolitan,20/05/2017,-37.7815,144.8128
670000,7,3,1,1,463,119,1950,Western Metropolitan,27/06/2016,-37.8137,144.8636
547000,14.7,2,1,1,670,127,1950,Western Metropolitan,11/11/2017,-37.8949,144.6626
770000,13.8,3,2,2,577,135,1970,Eastern Metropolitan,04/06/2016,-37.7376,145.0895
726500,8.8,3,1,0,593,95,1950,Eastern Metropolitan,01/07/2017,-37.7482,145.04073
686000,27,4,1,3,527,162,1960,South-Eastern Metropolitan,09/12/2017,-38.04923,145.14209
1326000,5.6,2,1,2,405,80,1890,Southern Metropolitan,07/11/2016,-37.8012,145.0361
625000,12.4,3,1,2,585,88,1960,Northern Metropolitan,10/12/2016,-37.695,144.9676
1800000,4.6,3,2,4,601,158,1940,Southern Metropolitan,22/08/2016,-37.839,145.0418
706000,13.4,2,1,1,305,305,1940,Eastern Metropolitan,15/07/2017,-37.80906,145.15787
660000,18.4,4,2,2,690,171,1995,Western Metropolitan,21/10/2017,-37.86376,144.67717
1135000,5.9,3,1,1,296,104,1910,Western Metropolitan,24/09/2016,-37.777,144.9176
400000,11.2,2,1,1,102,70,2012,Northern Metropolitan,08/07/2017,-37.71122,144.91863
707500,5.6,2,1,1,124,86,1992,Southern Metropolitan,26/07/2016,-37.7938,145.0321
970000,9.9,3,2,1,535,154,1920,Northern Metropolitan,16/04/2016,-37.7282,144.9462
1180000,4.5,2,1,0,214,215,1900,Southern Metropolitan,23/04/2016,-37.8577,145.0053
1085000,6.2,4,2,1,336,130,1920,Western Metropolitan,24/02/2018,-37.84485,144.87738
1742000,7.8,3,2,4,482,256,2006,Northern Metropolitan,15/10/2016,-37.7529,144.9534
3860000,9.2,5,4,2,830,520,2009,Southern Metropolitan,19/11/2016,-37.8563,145.072
1326000,4,3,1,2,217,107,1890,Northern Metropolitan,21/10/2017,-37.77747,144.97168
420000,13,2,2,1,1137,82,2009,Northern Metropolitan,06/05/2017,-37.7045,144.9204
1316000,13.9,4,2,2,716,155,1965,Eastern Metropolitan,07/11/2016,-37.778,145.1173
655000,14.7,4,2,2,528,193,2010,Western Metropolitan,09/12/2017,-37.88231,144.72006
845000,13.9,3,2,2,295,145,1998,Southern Metropolitan,12/11/2016,-37.9239,145.0781
875000,8.8,3,2,1,650,119,1950,Northern Metropolitan,28/08/2016,-37.7302,144.998
900000,8.4,3,2,2,360,168,2013,Western Metropolitan,30/07/2016,-37.835,144.8814
821000,6.4,4,3,2,294,151,2014,Western Metropolitan,29/07/2017,-37.78133,144.86768
557500,18.4,3,2,2,560,121,2006,Western Metropolitan,10/02/2018,-37.84391,144.7258
1415000,21.5,3,1,2,545,145,1950,South-Eastern Metropolitan,27/05/2017,-37.99827,145.07497
2900000,5.4,5,2,2,920,241,1900,Southern Metropolitan,25/11/2017,-37.8017,145.0419
373500,31.7,3,2,2,586,118,1980,Western Victoria,08/07/2017,-37.67831,144.57342
465000,12,2,1,1,676,61,2012,Northern Metropolitan,16/09/2017,-37.71176,145.02142
767000,11,3,2,1,305,132,2005,Western Metropolitan,12/08/2017,-37.871,144.81153
1010000,5.5,3,1,1,178,124,2000,Northern Metropolitan,15/10/2016,-37.771,144.9974
1507000,7.5,4,2,2,558,147,1925,Western Metropolitan,28/10/2017,-37.74476,144.92504
1350000,9.3,3,2,1,305,129,1925,Southern Metropolitan,20/05/2017,-37.8899,145.023
535000,12.1,2,1,1,77,77,1970,Southern Metropolitan,22/04/2017,-37.8999,145.0643
1011000,14.2,3,2,2,297,135,2001,Eastern Metropolitan,03/06/2017,-37.8605,145.12853
537000,20.6,3,2,2,640,156,1994,Northern Metropolitan,15/07/2017,-37.63799,144.92924
715000,13.9,2,1,1,194,114,1995,Southern Metropolitan,27/06/2016,-37.9107,145.0598
957000,13.8,3,2,2,254,113,1994,Southern Metropolitan,24/06/2017,-37.94313,145.03501
741250,13,2,1,1,668,88,1955,Northern Metropolitan,25/02/2017,-37.7067,144.9331
1275000,13.9,5,2,2,683,190,1960,Southern Metropolitan,03/12/2016,-37.9333,145.0602
510000,11.7,2,1,2,897,66,1970,Southern Metropolitan,27/05/2017,-37.88321,145.09594
600000,9.9,3,1,4,557,111,1955,Northern Metropolitan,23/04/2016,-37.7156,144.943
900000,23.2,4,2,2,656,193,1975,Eastern Metropolitan,09/09/2017,-37.82778,145.28958
762000,7.3,2,1,1,730,93,1875,Southern Metropolitan,27/05/2017,-37.85563,145.04369
725000,11.2,3,1,1,327,111,1960,Northern Metropolitan,16/09/2017,-37.7151,144.92103
520000,14,3,2,5,578,96,1960,Northern Metropolitan,10/03/2018,-37.66698,144.94497
496000,8.8,3,1,1,266,98,1990,Northern Metropolitan,06/08/2016,-37.7322,145.0318
1200000,7,4,2,2,417,157,1900,Western Metropolitan,16/07/2016,-37.8197,144.8969
1250000,13.8,3,1,4,592,135,1960,Southern Metropolitan,17/03/2018,-37.91795,145.07162
568000,20.6,3,2,2,448,136,2009,Northern Metropolitan,14/10/2017,-37.5821,144.90751
887000,6.5,3,2,2,540,129,1935,Northern Metropolitan,12/11/2016,-37.7554,145.0211
1200000,7,3,1,1,393,98,1920,Northern Metropolitan,24/02/2018,-37.75468,144.98959
570000,1.8,2,2,1,1223,81,2011,Northern Metropolitan,24/06/2017,-37.8006,144.95419
775000,13.1,3,1,1,671,109,1960,Northern Metropolitan,14/10/2017,-37.69571,144.96064
630000,20.6,4,2,2,610,198,2003,Northern Metropolitan,06/01/2018,-37.61958,144.92492
710000,15,3,1,1,616,115,1960,Northern Metropolitan,19/11/2016,-37.7306,145.0854
905000,23,5,2,2,1005,185,1960,Eastern Metropolitan,26/08/2017,-37.78466,145.27326
828000,13,3,2,1,206,118,2002,Southern Metropolitan,07/05/2016,-37.8966,145.0863
420000,20.6,3,2,2,219,175,2010,Northern Metropolitan,27/05/2017,-37.57243,144.92663
732000,27,4,2,2,536,202,1985,South-Eastern Metropolitan,24/06/2017,-38.03526,145.13286
481000,25.9,3,2,1,359,150,2011,Northern Victoria,09/09/2017,-37.5875,145.11884
2900000,10.2,4,2,3,844,233,1925,Southern Metropolitan,25/11/2017,-37.82,145.088
1625000,7.5,3,2,1,255,115,1890,Southern Metropolitan,28/05/2016,-37.8266,145.0493
1455000,7.8,6,3,4,768,285,1997,Northern Metropolitan,29/04/2017,-37.7397,144.9603
700000,23.2,3,2,1,509,140,1980,Eastern Metropolitan,03/06/2017,-37.84823,145.26673
702000,23,3,2,1,379,110,1970,Eastern Metropolitan,17/02/2018,-37.81669,145.28136
832000,9.2,3,1,2,300,125,1950,Western Metropolitan,12/11/2016,-37.7896,144.8752
585000,9.9,3,1,1,180,98,2009,Northern Metropolitan,06/08/2016,-37.718,144.94
1620000,2.1,4,2,0,163,153,1890,Southern Metropolitan,03/12/2016,-37.8355,144.951
1000000,21.5,3,1,2,556,146,1970,South-Eastern Metropolitan,06/01/2018,-38.02357,145.10492
1320000,13,4,3,3,346,220,2010,Southern Metropolitan,27/11/2016,-37.9294,145.041
3680000,8.4,4,3,4,778,331,1889,Southern Metropolitan,03/03/2018,-37.88049,145.0509
1600000,2.6,3,2,2,80,144,1850,Northern Metropolitan,24/09/2016,-37.8233,144.9947
970000,5.9,3,1,2,350,125,1904,Western Metropolitan,07/05/2016,-37.7759,144.91
767500,13.1,3,1,2,581,148,1960,Northern Metropolitan,06/01/2018,-37.70641,144.96502
901000,14.6,2,2,3,558,133,1955,Southern Metropolitan,16/07/2016,-37.9435,145.0522
838000,4.3,2,2,2,131,110,2016,Western Metropolitan,17/03/2018,-37.77558,144.90397
2200000,8.4,4,3,2,656,230,1960,Southern Metropolitan,24/02/2018,-37.88127,145.0637
690000,24.7,3,2,2,540,121,1975,South-Eastern Metropolitan,03/03/2018,-37.94455,145.20036
1820000,14.2,1,1,1,919,158,2017,Eastern Metropolitan,04/11/2017,-37.8809,145.1436
690000,12.8,3,2,2,568,148,1970,Western Metropolitan,08/10/2016,-37.7469,144.8526
516000,18.4,3,2,2,351,118,2013,Western Metropolitan,10/02/2018,-37.85303,144.66346
1700000,5.3,4,1,2,486,156,1940,Northern Metropolitan,10/03/2018,-37.77373,145.01414
1200000,2.1,2,2,1,131,79,1890,Southern Metropolitan,18/06/2016,-37.839,144.948
1470000,8,3,2,1,364,93,1970,Western Metropolitan,08/10/2016,-37.8513,144.8961
945000,12,2,1,2,469,90,1930,Northern Metropolitan,07/10/2017,-37.72502,145.00089
600000,14.5,4,2,1,231,146,2013,Western Metropolitan,27/11/2016,-37.7263,144.8584
2380000,16.7,3,1,1,729,108,1960,Eastern Metropolitan,18/11/2017,-37.8756,145.1599
681000,10.7,2,1,1,166,60,2012,Southern Metropolitan,24/09/2016,-37.9159,145.019
980000,19.9,4,2,2,671,195,1985,Eastern Metropolitan,03/03/2018,-37.79739,145.22125
810000,8.5,4,2,1,158,120,2005,Northern Metropolitan,03/03/2018,-37.7302,144.92928
1015000,4.5,2,1,0,137,67,1890,Northern Metropolitan,13/05/2017,-37.7738,144.9733
1459000,7.2,2,1,1,381,138,1915,Southern Metropolitan,09/12/2017,-37.89061,145.01257
1920000,4.1,2,1,0,152,82,1910,Southern Metropolitan,25/02/2017,-37.8498,144.9628
1600000,7.5,4,4,3,543,259,2015,Western Metropolitan,19/08/2017,-37.74633,144.89644
1575000,8.2,3,1,4,1000,85,1930,Western Metropolitan,25/02/2017,-37.7936,144.8639
570000,8.7,3,1,2,98,128,2009,Western Metropolitan,16/04/2016,-37.7677,144.8925
2000000,10.3,5,3,2,645,249,1990,Southern Metropolitan,03/06/2017,-37.91818,145.01513
950000,4.3,2,1,0,138,97,1900,Western Metropolitan,07/10/2017,-37.77529,144.92255
550000,7.2,2,1,1,1172,69,1970,Southern Metropolitan,17/06/2017,-37.88533,145.01049
550000,12.1,3,1,3,610,142,1960,Northern Metropolitan,22/05/2016,-37.7107,144.9419
937000,14.6,3,2,1,534,104,1960,Southern Metropolitan,10/09/2016,-37.9426,145.0568
851000,11.2,3,1,1,826,101,1960,Northern Metropolitan,27/11/2016,-37.7013,145.0244
1350000,9.9,4,2,2,646,287,1995,Northern Metropolitan,19/11/2016,-37.7256,144.9383
1500000,7.8,4,2,1,453,187,1910,Northern Metropolitan,20/05/2017,-37.7503,144.9481
1390000,11.8,4,2,2,666,158,1937,Southern Metropolitan,16/07/2016,-37.9032,145.049
1460000,7.2,3,1,0,377,133,1915,Southern Metropolitan,17/06/2017,-37.88783,145.01324
950000,9.2,4,2,2,298,231,2013,Northern Metropolitan,18/06/2016,-37.7308,144.9836
711500,13,3,1,3,667,81,1950,Northern Metropolitan,10/12/2016,-37.7005,144.9185
1350000,13.4,3,1,1,697,121,1950,Eastern Metropolitan,26/08/2017,-37.81511,145.15828
880000,6.7,3,1,1,771,104,2004,Northern Metropolitan,16/09/2017,-37.74701,144.96369
750000,3,2,1,1,2379,69,2013,Northern Metropolitan,17/06/2017,-37.80554,144.99612
640000,18,4,2,4,650,180,2001,Western Metropolitan,17/03/2018,-37.69971,144.74623
1110000,4.4,3,1,1,272,131,1885,Northern Metropolitan,08/10/2016,-37.7857,144.931
940000,5.9,3,1,2,298,108,1920,Western Metropolitan,03/12/2016,-37.7777,144.9195
1205000,6.3,3,2,2,101,105,2000,Southern Metropolitan,03/12/2016,-37.854,145.0135
792000,24.7,3,2,2,769,185,1970,South-Eastern Metropolitan,11/11/2017,-37.9466,145.2109
1100000,13.9,3,2,2,771,169,1960,Eastern Metropolitan,27/11/2016,-37.7765,145.117
1485000,8.4,4,1,2,509,202,1920,Northern Metropolitan,29/07/2017,-37.74684,144.9933
970000,22.2,4,2,2,364,210,1995,South-Eastern Metropolitan,19/08/2017,-37.96853,145.12948
1170000,8.5,3,2,2,605,163,1960,Northern Metropolitan,03/03/2018,-37.72521,144.93482
860000,10.5,3,1,3,446,126,1910,Western Metropolitan,15/07/2017,-37.79354,144.8328
735000,6.3,3,2,1,2113,14,1970,Southern Metropolitan,07/05/2016,-37.8543,145.0262
570500,14,3,1,1,640,92,1965,Northern Metropolitan,15/07/2017,-37.68187,144.92421
790000,11.2,2,2,1,208,127,2010,Northern Metropolitan,17/06/2017,-37.71679,144.90901
1722500,3.5,2,1,0,101,75,1900,Southern Metropolitan,29/07/2017,-37.83446,144.94021
825000,3.4,3,3,1,67,119,2010,Northern Metropolitan,24/09/2016,-37.7946,144.9989
1200000,2.1,3,2,0,113,120,1910,Southern Metropolitan,13/08/2016,-37.8346,144.9688
580000,27,2,1,1,241,95,1998,South-Eastern Metropolitan,04/11/2017,-38.0436,145.1305
447000,13.8,2,1,1,137,77,1990,Western Metropolitan,15/10/2016,-37.8655,144.8299
712000,13.1,3,1,2,603,94.3,1960,Northern Metropolitan,03/06/2017,-37.70037,144.97007
1195000,7.5,2,1,1,337,122,1940,Western Metropolitan,17/06/2017,-37.7545,144.91194
2020000,5.9,3,2,2,400,216,2007,Southern Metropolitan,12/08/2017,-37.85183,145.03863
470000,14.7,3,2,2,568,146,1987,Western Metropolitan,21/10/2017,-37.88173,144.66524
650000,31.7,4,2,2,944,193,2000,Western Metropolitan,28/10/2017,-37.56398,144.71407
1190000,3,2,2,1,147,175,2000,Northern Metropolitan,22/07/2017,-37.80269,145.0001
4000000,9.7,6,4,7,2051,449,1935,Southern Metropolitan,03/12/2016,-37.8051,145.1016
2350000,6.8,4,2,2,462,28,2000,Western Metropolitan,14/10/2017,-37.86341,144.87786
890500,2.4,2,2,2,180,123,1940,Northern Metropolitan,24/06/2017,-37.81443,144.99079
595000,36.9,4,2,2,599,137,1960,Eastern Victoria,18/11/2017,-38.125,145.1423
1070000,21.5,3,2,4,529,128,1960,South-Eastern Metropolitan,09/12/2017,-38.02452,145.10695
1340000,14.2,4,2,2,800,160,1970,Eastern Metropolitan,19/08/2017,-37.88859,145.13335
3100000,7.5,3,2,2,640,232,1907,Southern Metropolitan,10/09/2016,-37.826,145.0498
570000,11.2,3,1,1,308,93,1950,Northern Metropolitan,19/08/2017,-37.69879,144.93354
1586000,14.2,3,1,1,718,138,1955,Eastern Metropolitan,23/09/2017,-37.88061,145.12449
800000,1.6,2,2,1,64,138,1995,Northern Metropolitan,27/06/2016,-37.7956,144.9804
916500,18,3,2,1,888,177,1960,Eastern Metropolitan,11/11/2017,-37.7151,145.1554
1526000,22.2,5,3,2,544,292,2016,South-Eastern Metropolitan,28/10/2017,-37.98665,145.12308
854000,22.2,4,2,2,676,181,1975,South-Eastern Metropolitan,15/07/2017,-37.97936,145.13302
1270000,2.6,2,1,1,181,102,1900,Northern Metropolitan,22/08/2016,-37.8203,145.0092
485000,13.5,3,4,2,482,166,1955,Western Metropolitan,12/11/2016,-37.7904,144.8133
815000,11,3,2,2,159,130,2014,Western Metropolitan,15/07/2017,-37.86472,144.82929
822000,12.9,3,1,1,778,112,1960,Western Metropolitan,22/07/2017,-37.70321,144.87972
795000,18.4,3,2,4,941,160,1985,Western Metropolitan,10/02/2018,-37.88685,144.69052
740000,15.3,3,1,2,727,109,1952,Northern Metropolitan,27/05/2017,-37.67873,145.01878
1475000,2.5,3,2,2,324,165,1880,Northern Metropolitan,10/09/2016,-37.8278,144.9885
981000,5.2,3,2,1,122,140,2012,Northern Metropolitan,13/05/2017,-37.7698,144.9661
1700000,3.3,3,1,1,178,172,1894,Southern Metropolitan,27/11/2016,-37.8404,145.0022
1150000,12.3,2,1,3,622,122,1970,Southern Metropolitan,15/07/2017,-37.90168,145.11081
555698,34.7,4,2,1,534,152,2002,South-Eastern Metropolitan,17/06/2017,-38.09083,145.20139
1520000,13.9,4,3,2,657,275,2010,Eastern Metropolitan,26/07/2016,-37.7954,145.1379
780000,11.2,3,1,4,695,100,1950,Northern Metropolitan,28/10/2017,-37.70106,144.93721
1775000,14.2,4,2,1,762,307,1960,Eastern Metropolitan,14/10/2017,-37.88457,145.13436
678000,13.8,3,1,2,606,87,1950,Western Metropolitan,16/04/2016,-37.8608,144.8124
950000,17.2,3,1,2,608,138,1975,Eastern Metropolitan,01/07/2017,-37.82583,145.20608
735000,12.8,4,2,2,547,184,2000,Western Metropolitan,24/09/2016,-37.7381,144.8554
768000,23,3,1,2,850,148,1970,Eastern Metropolitan,21/10/2017,-37.78703,145.29502
865000,7.8,4,1,1,452,125,1925,Northern Metropolitan,16/04/2016,-37.7525,144.948
556500,17.9,3,1,2,526,113.2,1985,Northern Metropolitan,03/06/2017,-37.67561,145.05641
955000,35.4,3,2,2,1000,197,1958,South-Eastern Metropolitan,17/03/2018,-38.11526,145.12831
790000,12.9,4,2,2,653,181,2002,Western Metropolitan,28/10/2017,-37.7031,144.89443
530000,20.6,4,2,2,349,171,2017,Northern Metropolitan,11/11/2017,-37.5688,144.9016
1450000,14.3,4,2,2,872,258,1984,Eastern Metropolitan,28/10/2017,-37.77524,145.16846
1600000,5.5,4,2,1,464,179,1910,Northern Metropolitan,03/09/2016,-37.7805,145.004
1222500,13,3,2,2,299,181,2000,Southern Metropolitan,04/02/2016,-37.9272,145.0406
1720000,3,3,2,1,108,169,1890,Southern Metropolitan,24/02/2018,-37.84812,144.9624
1293000,13,3,1,1,632,108,1950,Southern Metropolitan,15/10/2016,-37.9282,145.0367
840000,8.2,3,1,1,442,123,1950,Western Metropolitan,10/12/2016,-37.7914,144.8812
1054000,18,4,3,2,791,230,1974,Eastern Metropolitan,15/07/2017,-37.71296,145.13773
850000,7.7,4,2,0,389,158,1990,Western Metropolitan,12/11/2016,-37.8284,144.8861
773000,9.2,4,1,2,333,137,1970,Western Metropolitan,30/07/2016,-37.7893,144.8818
1200000,8.8,3,1,1,847,120,1965,Northern Metropolitan,15/10/2016,-37.7279,144.9849
660000,17.9,3,2,1,537,132,1980,Northern Metropolitan,14/10/2017,-37.66925,145.04983
1230000,6.3,3,1,2,433,144,1880,Western Metropolitan,15/07/2017,-37.81183,144.88569
713500,10.5,3,1,2,520,131,1968,Western Metropolitan,03/09/2017,-37.79128,144.82362
1330000,14.3,4,2,2,864,188,1970,Eastern Metropolitan,14/10/2017,-37.77875,145.17409
1410000,11.7,3,2,3,739,182,1970,Southern Metropolitan,27/06/2016,-37.8552,145.1292
2625000,5.6,4,2,2,717,225,1890,Southern Metropolitan,18/03/2017,-37.8083,145.0418
910000,15.5,4,2,2,520,170,1980,Eastern Metropolitan,23/09/2017,-37.75436,145.11939
950000,18,4,2,2,651,198,1990,Eastern Metropolitan,09/09/2017,-37.68739,145.14437
645000,20.4,3,2,2,538,154,2000,Northern Metropolitan,17/06/2017,-37.6499,144.9013
2615000,3.3,3,2,1,177,181,1880,Southern Metropolitan,10/12/2016,-37.8415,144.9585
735000,13.3,4,2,5,635,201,1975,Western Metropolitan,16/04/2016,-37.7693,144.8351
1210000,13.8,3,1,1,794,134,1960,Eastern Metropolitan,18/03/2017,-37.7569,145.1179
1241000,17.5,4,2,2,625,625,1950,South-Eastern Metropolitan,12/08/2017,-37.92801,145.1057
895000,6.4,3,2,2,262,153,2004,Western Metropolitan,01/07/2017,-37.78284,144.88098
1351000,12.4,3,3,2,681,221,1985,Eastern Metropolitan,14/10/2017,-37.76941,145.13325
955000,6.6,2,1,0,148,72,1912,Western Metropolitan,19/11/2016,-37.8084,144.8907
860000,9.2,3,2,3,472,134,1970,Northern Metropolitan,19/11/2016,-37.734,144.9728
585000,38,4,2,2,648,152,1966,South-Eastern Metropolitan,09/12/2017,-38.14301,145.14912
745000,25.2,4,2,1,624,159,1969,South-Eastern Metropolitan,03/06/2017,-37.9887,145.16158
1546000,12.3,4,2,2,541,190,1920,Southern Metropolitan,03/03/2018,-37.90114,145.10357
775000,6.4,3,1,1,242,99,1920,Western Metropolitan,16/07/2016,-37.7956,144.8848
2550000,10.3,4,2,2,1484,478,1970,Eastern Metropolitan,27/11/2016,-37.769,145.0616
785000,9.5,3,1,1,595,96,1950,Western Metropolitan,14/10/2017,-37.76342,144.86305
1402000,7.5,3,2,2,422,120,1950,Southern Metropolitan,22/04/2017,-37.7927,145.056
1148000,8.4,4,1,2,552,140,1940,Northern Metropolitan,12/08/2017,-37.72879,144.98538
650000,5.2,2,1,1,108,70,1970,Northern Metropolitan,29/07/2017,-37.75715,144.96824
1640000,6.9,4,2,1,435,329,1920,Western Metropolitan,16/07/2016,-37.7601,144.9228
718500,11.2,3,1,6,807,133,1975,Northern Metropolitan,28/05/2016,-37.704,144.9864
1360000,17.9,5,3,6,600,188,1970,Southern Metropolitan,17/02/2018,-37.97306,145.08198
700000,14.5,3,1,1,402,108,1970,Northern Metropolitan,06/01/2018,-37.70194,145.08901
780000,11.2,3,1,1,570,123,1960,Northern Metropolitan,14/10/2017,-37.71611,144.91064
725000,8.4,3,1,2,590,94,1950,Northern Metropolitan,03/06/2017,-37.73314,145.03437
1785000,3.5,4,2,1,188,165,1900,Northern Metropolitan,14/05/2016,-37.7815,144.9869
690000,11.5,3,1,1,553,137,1960,Northern Metropolitan,10/09/2016,-37.7161,144.9165
880000,5.2,3,2,1,122,152,2000,Northern Metropolitan,10/12/2016,-37.7697,144.9649
1080000,18.8,4,2,2,914,204,1980,South-Eastern Metropolitan,23/09/2017,-37.93173,145.19475
1010000,38,3,2,2,306,125,1970,South-Eastern Metropolitan,09/09/2017,-38.1386,145.12142
491500,14.7,3,1,2,514,151,1980,Western Metropolitan,17/03/2018,-37.88318,144.66005
1310000,14.7,5,3,2,818,255,1985,Eastern Metropolitan,29/07/2017,-37.87846,145.24212
655000,17.2,2,1,4,446,82,1975,Eastern Metropolitan,27/05/2017,-37.81906,145.21253
760000,10.5,3,1,2,1143,100,1980,Western Metropolitan,29/07/2017,-37.79135,144.79948
810000,8.8,4,2,2,1034,151,1950,Northern Metropolitan,10/09/2016,-37.7379,144.9851
1115000,4.4,3,1,1,244,84,1940,Northern Metropolitan,27/11/2016,-37.7823,144.9278
1600000,12.4,5,2,2,757,335,1980,Eastern Metropolitan,03/06/2017,-37.77536,145.13163
1625000,7.7,3,2,1,246,133,1950,Southern Metropolitan,17/09/2016,-37.8861,144.9877
693000,11.1,4,2,4,315,170,2008,Western Metropolitan,22/05/2016,-37.8391,144.8467
850000,13.1,4,3,3,367,217,2012,Northern Metropolitan,28/10/2017,-37.71734,144.97057
959000,13.9,3,2,2,557,119,1960,Southern Metropolitan,29/04/2017,-37.9076,145.068
740000,8,2,1,1,250,104,1988,Western Metropolitan,24/09/2016,-37.7457,144.9061
1188000,23,5,2,2,864,294,1980,Eastern Metropolitan,26/08/2017,-37.79546,145.27002
1100000,5.3,3,2,1,109,109.5,1999,Southern Metropolitan,15/07/2017,-37.81442,145.01531
2160000,2.7,3,2,0,217,175,1930,Southern Metropolitan,17/03/2018,-37.84305,144.98701
580000,20.6,4,2,2,350,168,2011,Northern Metropolitan,28/10/2017,-37.57532,144.91332
905000,4.2,2,2,1,138,126,1999,Northern Metropolitan,08/10/2016,-37.799,144.9276
1690000,7.8,3,2,1,777,154,1950,Southern Metropolitan,04/06/2016,-37.8431,145.0962
2095000,13.8,3,2,1,544,197,1920,Southern Metropolitan,14/10/2017,-37.94311,145.01272
6370000,3,4,3,3,476,279,1893,Southern Metropolitan,14/10/2017,-37.85601,144.96596
973500,13.9,4,2,2,234,160,2009,Eastern Metropolitan,27/11/2016,-37.7932,145.1275
3225000,4.6,4,2,2,665,220,1890,Southern Metropolitan,13/08/2016,-37.814,145.0175
3450000,3.2,4,2,1,515,203,1905,Northern Metropolitan,13/05/2017,-37.7817,144.9742
1320000,12.3,3,1,2,543,152,1950,Southern Metropolitan,17/02/2018,-37.90452,145.10391
881000,3.5,2,1,1,172,94,1900,Northern Metropolitan,16/04/2016,-37.8283,145.012
565000,0,2,1,0,89,85,2003,Northern Metropolitan,29/07/2017,-37.80802,144.96168
1845000,11.8,4,3,1,718,189,1939,Southern Metropolitan,15/10/2016,-37.9061,145.0509
3705000,3.8,3,2,2,214,241,2014,Southern Metropolitan,27/11/2016,-37.8341,144.9458
3085000,9.2,5,3,3,778,326,2000,Southern Metropolitan,18/03/2017,-37.8582,145.0715
927500,10.5,3,1,4,474,145,1961,Western Metropolitan,25/11/2017,-37.7839,144.8361
1300000,13.9,4,2,2,872,185,1970,Eastern Metropolitan,08/04/2017,-37.7906,145.1138
880000,6.5,3,1,2,242,117,1995,Northern Metropolitan,29/04/2017,-37.7639,145.0135
2170000,8.1,4,2,1,810,215,1915,Southern Metropolitan,28/08/2016,-37.8698,145.0325
1430000,16,3,2,2,728,137,1960,Southern Metropolitan,06/01/2018,-37.94938,145.03099
816000,12.8,4,2,1,540,188,1978,Western Metropolitan,04/03/2017,-37.7482,144.877
931000,5.1,3,1,0,240,101,1930,Western Metropolitan,24/02/2018,-37.79392,144.88418
673000,14.7,3,2,2,584,166,2000,Western Metropolitan,11/11/2017,-37.8797,144.7405
1750000,9.7,4,3,2,453,308,2016,Southern Metropolitan,10/12/2016,-37.8044,145.1006
1426000,14.6,4,2,1,720,218,1950,Southern Metropolitan,10/09/2016,-37.9394,145.0408
702000,6.4,3,2,2,189,131,2000,Western Metropolitan,15/07/2017,-37.78606,144.87205
1030000,12.6,4,2,2,803,309,2002,Western Metropolitan,07/05/2016,-37.7932,144.8434
